bucket_key,seed,is_complete,completed_variants,missing_variants
e11x,863385,True,"baseline,comp_advantage",
e11x,864824,True,"baseline,comp_advantage",
e11x,867108,True,"baseline,comp_advantage",
e11x,870064,True,"baseline,comp_advantage",
e11x,871381,True,"baseline,comp_advantage",
e11x,872306,True,"baseline,comp_advantage",
e11x,873087,True,"baseline,comp_advantage",
e11x,873143,True,"baseline,comp_advantage",
e11x,875492,True,"baseline,comp_advantage",
e11x,877233,True,"baseline,comp_advantage",
e11x,885107,True,"baseline,comp_advantage",
e11x,888075,True,"baseline,comp_advantage",
e11x,888604,True,"baseline,comp_advantage",
e11x,889172,True,"baseline,comp_advantage",
e11x,895124,True,"baseline,comp_advantage",
e11x,895348,True,"baseline,comp_advantage",
e11x,897704,True,"baseline,comp_advantage",
e11x,899644,True,"baseline,comp_advantage",
e11x,900613,True,"baseline,comp_advantage",
e11x,901968,True,"baseline,comp_advantage",
e11x,911752,True,"baseline,comp_advantage",
e11x,911829,True,"baseline,comp_advantage",
e11x,914983,True,"baseline,comp_advantage",
e11x,919932,True,"baseline,comp_advantage",
e11x,925520,True,"baseline,comp_advantage",
e11x,927335,True,"baseline,comp_advantage",
e11x,932496,True,"baseline,comp_advantage",
e11x,932667,True,"baseline,comp_advantage",
e11x,933274,True,"baseline,comp_advantage",
e11x,934509,True,"baseline,comp_advantage",
e11x,935125,True,"baseline,comp_advantage",
e11x,937400,True,"baseline,comp_advantage",
e11x,937614,True,"baseline,comp_advantage",
e11x,939943,True,"baseline,comp_advantage",
e11x,940926,True,"baseline,comp_advantage",
e11x,946643,True,"baseline,comp_advantage",
e11x,953842,True,"baseline,comp_advantage",
e11x,956925,True,"baseline,comp_advantage",
e11x,957734,True,"baseline,comp_advantage",
e11x,958432,True,"baseline,comp_advantage",
e11x,960027,True,"baseline,comp_advantage",
e11x,963598,True,"baseline,comp_advantage",
e11x,965327,True,"baseline,comp_advantage",
e11x,970507,True,"baseline,comp_advantage",
e11x,973889,True,"baseline,comp_advantage",
e11x,976782,True,"baseline,comp_advantage",
e11x,981230,True,"baseline,comp_advantage",
e11x,982015,True,"baseline,comp_advantage",
e11x,982251,True,"baseline,comp_advantage",
e11x,983055,True,"baseline,comp_advantage",
e11x,985204,True,"baseline,comp_advantage",
e11x,985268,True,"baseline,comp_advantage",
e11x,985883,True,"baseline,comp_advantage",
e11x,987435,True,"baseline,comp_advantage",
e11x,988612,True,"baseline,comp_advantage",
e11x,994686,True,"baseline,comp_advantage",
e11x,997328,True,"baseline,comp_advantage",
e11x,997971,True,"baseline,comp_advantage",
e12x,1087,True,"baseline,comp_advantage",
e12x,2010,True,"baseline,comp_advantage",
e12x,3899,True,"baseline,comp_advantage",
e12x,4410,True,"baseline,comp_advantage",
e12x,5641,True,"baseline,comp_advantage",
e12x,10602,True,"baseline,comp_advantage",
e12x,14714,True,"baseline,comp_advantage",
e12x,20773,True,"baseline,comp_advantage",
e12x,21327,True,"baseline,comp_advantage",
e12x,23329,True,"baseline,comp_advantage",
e12x,27243,True,"baseline,comp_advantage",
e12x,28388,True,"baseline,comp_advantage",
e12x,29523,True,"baseline,comp_advantage",
e12x,33347,True,"baseline,comp_advantage",
e12x,47925,True,"baseline,comp_advantage",
e12x,48268,True,"baseline,comp_advantage",
